ID,Start Date,Water Depth,Water Depth Unit,U.S. State,Latitude,Longitude,Algae Value,Algae Unit,Biomass Value,Biomass Unit,Biomass/chlorophyll ratio Value,Biomass/chlorophyll ratio Unit,Chlorophyll Value,Chlorophyll Unit,Cladophora Value,Cladophora Unit,Cyanobacteria Value,Cyanobacteria Unit,Diatoms Value,Diatoms Unit,Macroinvertebrates Value,Macroinvertebrates Unit,Periphyton Value,Periphyton Unit,Phycocyanin Value,Phycocyanin Unit
11NPSWRD_WQX-CURE_381633107054700200203181311^01,3/18/2002,0.0,"",CO,38.27582757,-107.0969952,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-2014CPW013-20130701_S-IVP,7/1/2013,0.0,"",CO,38.455532,-107.332487,0.0,"",0.0,"",0.0,"",0.59,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-BLCA_383537107471500200506221115^01,6/22/2005,0.0,"",CO,38.5935966,-107.7881153,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382924107352300200208221037^01,8/22/2002,0.0,"",CO,38.48998719,-107.590336,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
MWRD_WQX-AF07197Sample-Routine,10/29/2020,1.0,m,CO,39.95468,-104.7523,0.0,"",0.0,"",0.0,"",209.0,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_383103106594200_201909052^02,9/5/2019,0.0,"",CO,38.51749077,-106.9956012,0.0,"",63.333333333333336,g/m2,312.0,None,14.4,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-BCRLKUPS1201807170740002.0F,7/17/2018,2.0,m,CO,39.64867,-105.1448,0.0,"",0.0,"",0.0,"",0.0376,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
SOUTHUTE-NAR6 05/15/2014P,5/15/2014,0.0,"",CO,37.024806,-107.8738,0.0,"",0.0,"",0.0,"",743.62,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
MWRD_WQX-AE89684Sample-Routine,3/10/2020,1.0,m,CO,39.95468,-104.7523,0.0,"",0.0,"",0.0,"",51.6,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382902107140400199910041220^01,10/4/1999,0.0,"",CO,38.4838816,-107.235054,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_383103106594200_201711151^01,11/15/2017,0.0,"",CO,38.51749077,-106.9956012,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20064016001-20050515_S-IVP,5/15/2005,0.0,"",CO,38.21937,-107.74702,0.0,"",0.0,"",0.0,"",1.2,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-11625-20110927-S-ROUTINE,9/27/2011,0.0,"",CO,39.858032,-108.310517,0.0,"",0.0,"",0.0,"",71.69,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-BCRLKND1201808140730009.0F,8/14/2018,9.0,m,CO,39.65167,-105.1414,0.0,"",0.0,"",0.0,"",0.0792,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20164ACA002-20150827_S-IVP,8/27/2015,0.0,"",CO,38.26845,-103.24048,0.0,"",0.0,"",0.0,"",18.0,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
NARS_WQX-NLA_CO-10099:20170713:SR:,7/13/2017,0.0,"",CO,38.08872,-105.6771,0.0,"",0.0,"",0.0,"",5.25,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_381934107133500200209170935^01,9/17/2002,0.0,"",CO,38.32610537,-107.2269997,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-BCRLKND1201808140730002.5F,8/14/2018,2.5,m,CO,39.65167,-105.1414,0.0,"",0.0,"",0.0,"",0.1343,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-2015CPW020-20140724_S-IVP,7/24/2014,0.0,"",CO,37.541837,-106.801782,0.0,"",0.0,"",0.0,"",3.04,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20216020001-20200929-S-ROUTINE,9/29/2020,0.0,"",CO,39.27223,-107.85088,0.0,"",0.0,"",0.0,"",44.77172436,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-CCRLKND1201805071500002.5F,5/7/2018,2.5,m,CO,39.64894,-104.8536,0.0,"",0.0,"",0.0,"",0.1019,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20203034002-20190911-S-ROUTINE,9/11/2019,0.0,"",CO,39.750517,-105.399375,0.0,"",0.0,"",0.0,"",2.461576048,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_383103106594200201608171630^01,8/17/2016,0.0,"",CO,38.51749077,-106.9956012,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20206014001-20190807-S-ROUTINE,8/7/2019,0.0,"",CO,37.770217,-107.9836,0.0,"",0.0,"",0.0,"",8.687915465,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-GC07-20100915-S-ROUTINE,9/15/2010,0.0,"",CO,39.63014333,-106.2879917,0.0,"",0.0,"",0.0,"",4.56,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
SOUTHUTE-NAR3 04/09/2014P,4/9/2014,0.0,"",CO,37.126944,-107.891944,0.0,"",0.0,"",0.0,"",22219.5,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_38282910712220020190903_SW^03,9/3/2019,0.0,"",CO,38.4747148,-107.2067198,0.0,"",0.0,"",0.0,"",6.499,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-2017CPW043-20160726_S-IVP,7/26/2016,0.0,"",CO,38.455532,-107.332487,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
NARS_WQX-NLA_CO-10080:20170727:SR:,7/27/2017,0.0,"",CO,40.06161,-107.1223,0.0,"",0.0,"",0.0,"",5.08,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-BCRLKUPN1201808140715000.1F,8/14/2018,0.1,m,CO,39.65147,-105.1471,0.0,"",0.0,"",0.0,"",0.1295,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20064122001-20050811_S-IVP,8/11/2005,0.0,"",CO,37.39957,-108.27422,0.0,"",0.0,"",0.0,"",2.4,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20202011001-20190722-S-ROUTINE,7/22/2019,0.0,"",CO,39.601598,-102.311948,0.0,"",0.0,"",0.0,"",6.377719762,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382829107122200200308260940^01,8/26/2003,1.0,m,CO,38.4747148,-107.2067198,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20064069001-20050811_S-IVP,8/11/2005,0.0,"",CO,38.29717,-102.7588,0.0,"",0.0,"",0.0,"",3.6,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20196005001-20180711-S-ROUTINE,7/11/2018,0.0,"",CO,40.381096,-106.104053,0.0,"",0.0,"",0.0,"",7.792796902,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-2014CPW282-20130926_S-IVP,9/26/2013,0.0,"",CO,40.149422,-105.865882,0.0,"",0.0,"",0.0,"",1.09,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-CHTLKUPW1201808131650003.0F,8/13/2018,3.0,m,CO,39.53203,-105.0805,0.0,"",0.0,"",0.0,"",0.1353,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-CHTLKMLW1201807161800005.0F,7/16/2018,5.0,m,CO,39.54375,-105.077,0.0,"",0.0,"",0.0,"",0.0589,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20144BCA004-20130917_S-IVP,9/17/2013,0.0,"",CO,40.929,-106.611,0.0,"",0.0,"",0.0,"",3.4,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-12849A-20080715-S-ROUTINE,7/15/2008,0.0,"",CO,40.754188,-107.135607,0.0,"",0.0,"",0.0,"",29.22,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
NARS_WQX-QWCL:0827:1:070705:P,7/5/2007,0.0,"",CO,39.99512558,-105.1124639,0.0,"",0.0,"",0.0,"",11.6,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_383137107183600200411090957^01,11/9/2004,0.0,"",CO,38.52693624,-107.3106108,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_38282910712220020170816_SW^03,8/16/2017,0.0,"",CO,38.4747148,-107.2067198,0.0,"",0.0,"",0.0,"",1.186,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382831107172600200805191104^03,5/19/2008,1.0,m,CO,38.47526994,-107.2911664,0.0,"",0.0,"",0.0,"",6.77,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20074067001-20060807_S-IVP,8/7/2006,0.0,"",CO,37.60934,-104.83349,0.0,"",0.0,"",0.0,"",2.1,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
NARS_WQX-QWCL:0635:1:070822:P,8/22/2007,0.0,"",CO,40.33649731,-105.1268527,0.0,"",0.0,"",0.0,"",5.147,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-CHTLKUPE1201809101615001.0F,9/10/2018,1.0,m,CO,39.54528,-105.0525,0.0,"",0.0,"",0.0,"",0.069,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-2015CPW003-20140702_S-IVP,7/2/2014,0.0,"",CO,40.94308,-105.996953,0.0,"",0.0,"",0.0,"",0.68,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_38283110717260020160609_SW^02,6/9/2016,0.0,"",CO,38.47526994,-107.2911664,0.0,"",0.0,"",0.0,"",3.14,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
SOUTHUTE-AR 19-311152016P,11/15/2016,0.0,"",CO,37.21384,-107.854161,0.0,"",0.0,"",0.0,"",28731.5,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382831107172600201007071010^03,7/7/2010,1.0,m,CO,38.47526994,-107.2911664,0.0,"",0.0,"",0.0,"",3.21,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-BLCA_09128000199805191300^01,5/19/1998,0.0,"",CO,38.52915336,-107.648947,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
SOUTHUTE-NAR1 03/28/2014P,3/28/2014,0.0,"",CO,37.21384,-107.854161,0.0,"",0.0,"",0.0,"",39084.5,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
NARS_WQX-COS9-0937:20130719:SR:,7/19/2013,0.0,"",CO,39.8105,-106.0032,0.0,"",0.0,"",0.0,"",0.088932806,ug/cm2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-BCRLKND1201805080800001.5PQN2,5/8/2018,1.5,m,CO,39.65167,-105.1414,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20216062001-20200922-S-IVP,9/22/2020,0.0,"",CO,39.624995,-106.88619,0.0,"",0.0,"",0.0,"",1.179733333,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-8355-20050927-S-ROUTINE,9/27/2005,0.0,"",CO,37.2844,-106.21925,0.0,"",0.0,"",0.0,"",15.2,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-CCRLKUP1201806111430002.5F,6/11/2018,2.5,m,CO,39.63557,-104.8486,0.0,"",0.0,"",0.0,"",0.0378,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-CHTLKUPW1201805071700003.5F,5/7/2018,3.5,m,CO,39.53203,-105.0805,0.0,"",0.0,"",0.0,"",0.048,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_38283110717260020180823_SW^03,8/23/2018,0.0,"",CO,38.47526994,-107.2911664,0.0,"",0.0,"",0.0,"",3.362,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382937107033500200312021240^01,12/2/2003,0.0,"",CO,38.49360224,-107.0603257,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_09127000200509131530^01,9/13/2005,0.0,"",CO,38.44637698,-107.555614,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
SOUTHUTE-San Juan 1 03/25/2013P,3/25/2013,0.0,"",CO,37.032385,-107.151453,0.0,"",0.0,"",0.0,"",98001.665,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
SOUTHUTE-NPR3 06/20/2012P,6/20/2012,0.0,"",CO,37.0821,-107.61512,0.0,"",0.0,"",0.0,"",19552.215,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-BCRLKND1201808140730005.0F,8/14/2018,5.0,m,CO,39.65167,-105.1414,0.0,"",0.0,"",0.0,"",0.1281,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382943107015300200409131105^01,9/13/2004,0.0,"",CO,38.49526864,-107.0319914,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_38283110717260020170720_SW^03,7/20/2017,0.0,"",CO,38.47526994,-107.2911664,0.0,"",0.0,"",0.0,"",0.913,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20074013001-20060725_S-IVP,7/25/2006,0.0,"",CO,40.28509,-106.83545,0.0,"",0.0,"",0.0,"",8.2,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-5040-20100921-S-ROUTINE,9/21/2010,0.0,"",CO,40.309333,-103.626517,0.0,"",0.0,"",0.0,"",73.64,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-5772A-20070816-S-ROUTINE,8/16/2007,0.0,"",CO,39.35524,-105.02718,0.0,"",0.0,"",0.0,"",28.44,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-5971A2-20100803-S-ROUTINE,8/3/2010,0.0,"",CO,39.221483,-105.17766,0.0,"",0.0,"",0.0,"",5.84,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-CCRLKML1201807161550006.0F,7/16/2018,6.0,m,CO,39.64175,-104.8562,0.0,"",0.0,"",0.0,"",0.0889,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20134LHA2-20120816_S-IVP,8/16/2012,0.0,"",CO,40.36511,-105.151076,0.0,"",0.0,"",0.0,"",4.2,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
STANDLEY-SL10-7040639,4/6/2011,0.0,"",CO,39.86727,-105.11565,231.0,#/mL,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-2014CPW006-20130619_S-IVP,6/19/2013,0.0,"",CO,39.62858,-107.756983,0.0,"",0.0,"",0.0,"",1.58,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
SOUTHUTE-San Juan 1 06/25/2013P,6/25/2013,0.0,"",CO,37.032385,-107.151453,0.0,"",0.0,"",0.0,"",14951.69,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382644107271000200309161217^01,9/16/2003,0.0,"",CO,38.44554497,-107.4533912,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-BCRLKND1201806120745000.1F,6/12/2018,0.1,m,CO,39.65167,-105.1414,0.0,"",0.0,"",0.0,"",0.0177,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
SOUTHUTE-AR 19-3 04/23/2015P,4/23/2015,0.0,"",CO,37.21384,-107.854161,0.0,"",0.0,"",0.0,"",51216.0,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
SOUTHUTE-Florida 1 08/02/2011P,8/2/2011,0.0,"",CO,37.22909,-107.752321,0.0,"",0.0,"",0.0,"",169.29,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
SOUTHUTE-NAR4 07/09/2013P,7/9/2013,0.0,"",CO,37.084992,-107.878383,0.0,"",0.0,"",0.0,"",12502.125,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-BLCA_09128000200209051440^01,9/5/2002,0.0,"",CO,38.52915336,-107.648947,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_383028107162200200507141320^01,7/14/2005,0.0,"",CO,38.5077701,-107.2733881,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_383103106594200199805221200^01,5/22/1998,0.0,"",CO,38.51749077,-106.9956012,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20194009001-20180717-S-IVP,7/17/2018,0.0,"",CO,37.14396,-104.5584,0.0,"",0.0,"",0.0,"",0.66304,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-CHTLKMLW1201805071730000.1F,5/7/2018,0.1,m,CO,39.54375,-105.077,0.0,"",0.0,"",0.0,"",0.0064,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-2017CPW016-20160919_S-IVP,9/19/2016,0.0,"",CO,37.141018,-104.552303,0.0,"",0.0,"",0.0,"",1.0,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-2014CPW264-20130910_S-IVP,9/10/2013,0.0,"",CO,37.585556,-106.653237,0.0,"",0.0,"",0.0,"",3.2,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-BCRLKUPN1201805080740002.0F,5/8/2018,2.0,m,CO,39.65147,-105.1471,0.0,"",0.0,"",0.0,"",0.0532,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-BLCA_09128000200707261230^01,7/26/2007,0.0,"",CO,38.52915336,-107.648947,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-000130-20100920-S-ROUTINE,9/20/2010,0.0,"",CO,40.225,-104.85,0.0,"",0.0,"",0.0,"",6.2,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-CHTLKND1201805071740000.1F,5/7/2018,0.1,m,CO,39.5542,-105.0608,0.0,"",0.0,"",0.0,"",0.0271,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-CCRLKML1201807161550006.5F,7/16/2018,6.5,m,CO,39.64175,-104.8562,0.0,"",0.0,"",0.0,"",0.1511,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
NARS_WQX-NLA12_CO-R10:20120828:SR:CHLA,8/28/2012,0.0,"",CO,40.17407647,-107.7039121,0.0,"",0.0,"",0.0,"",5.9030000000000005,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
NARS_WQX-NLA_CO-10085:20170717:SR:,7/17/2017,0.0,"",CO,37.82878,-107.1838,0.0,"",0.0,"",0.0,"",181.2,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
SOUTHUTE-LH 3-5 04/23/2015P,4/23/2015,0.0,"",CO,37.06827,-108.14825,0.0,"",0.0,"",0.0,"",22579.0,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382831107172600200612121002^03,12/12/2006,1.0,m,CO,38.47526994,-107.2911664,0.0,"",0.0,"",0.0,"",0.96,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20201033002-20190905-S-ROUTINE,9/5/2019,0.0,"",CO,38.845232,-104.828483,0.0,"",0.0,"",0.0,"",11.4522522,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
MWRD_WQX-AE70845Sample-Routine,8/28/2019,1.0,m,CO,39.95468,-104.7523,0.0,"",0.0,"",0.0,"",38.0,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-BLCA_383418107471401200504281330^01,4/28/2005,0.0,"",CO,38.5716523,-107.7878374,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20174PEA001-20160818_S-IVP,8/18/2016,0.0,"",CO,40.7801,-106.888,0.0,"",0.0,"",0.0,"",1.1,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_381934107133500200309031048^01,9/3/2003,0.0,"",CO,38.32610537,-107.2269997,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-070730JFS004-20070730_S-IVP,7/30/2007,0.0,"",CO,40.0318,-106.20917,0.0,"",0.0,"",0.0,"",1.1,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
UC_REGION_USBOR_WQX-USBR_NRWQM_NRSJR342_20130529_2_F,5/29/2013,2.0,m,CO,37.0014,-107.419,0.0,"",0.0,"",0.0,"",1.804612903,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_383137107183600200506071217^01,6/7/2005,0.0,"",CO,38.52693624,-107.3106108,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-5774-20070813-S-ROUTINE,8/13/2007,0.0,"",CO,39.182333,-104.856,0.0,"",0.0,"",0.0,"",16.75,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20194033001-20180724-S-IVP,7/24/2018,0.0,"",CO,37.57828,-108.56692,0.0,"",0.0,"",0.0,"",0.649508571,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382418107242600200306191200^01,6/19/2003,0.0,"",CO,38.4049908,-107.4078353,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382418107242600200309021050^01,9/2/2003,0.0,"",CO,38.4049908,-107.4078353,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382937107033500200307311020^01,7/31/2003,0.0,"",CO,38.49360224,-107.0603257,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_381633107054700201405221145^01,5/22/2014,0.0,"",CO,38.27582757,-107.0969952,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-20164RCA002-20150825_S-IVP,8/25/2015,0.0,"",CO,37.7743,-107.178045,0.0,"",0.0,"",0.0,"",20.8,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-BCRLKND1201807170800002.5F,7/17/2018,2.5,m,CO,39.65167,-105.1414,0.0,"",0.0,"",0.0,"",0.039,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_382702107315400201109011203^03,9/1/2011,0.0,"",CO,38.45054376,-107.5322807,0.0,"",0.0,"",0.0,"",0.63,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
11NPSWRD_WQX-CURE_383103106594200201008121430^01,8/12/2010,0.0,"",CO,38.51749077,-106.9956012,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
21COL001_WQX-2015CPW137-20140813_S-IVP,8/13/2014,0.0,"",CO,40.703842,-105.086407,0.0,"",0.0,"",0.0,"",5.6,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-CCRLKND1201806111500005.5F,6/11/2018,5.5,m,CO,39.64894,-104.8536,0.0,"",0.0,"",0.0,"",0.0257,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
