ID,Start Date,Water Depth,Water Depth Unit,U.S. State,Latitude,Longitude,Algae Value,Algae Unit,Biomass Value,Biomass Unit,Biomass/chlorophyll ratio Value,Biomass/chlorophyll ratio Unit,Chlorophyll Value,Chlorophyll Unit,Cladophora Value,Cladophora Unit,Cyanobacteria Value,Cyanobacteria Unit,Diatoms Value,Diatoms Unit,Macroinvertebrates Value,Macroinvertebrates Unit,Periphyton Value,Periphyton Unit,Phycocyanin Value,Phycocyanin Unit
COEOMAHA_WQX-FTPLK1772A92210150410F,9/22/2004,41.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.0,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1805DW201806270930002.0F,6/27/2018,2.0,m,MT,47.67997,-106.8796,0.0,"",0.0,"",0.0,"",0.0936,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
MDEQ_WQ_WQX-U6938-ND-P3,7/19/2019,0.0,"",MT,47.2154,-111.3866,0.0,"",0.0,"",0.0,"",9.77,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772B72507200120F,7/25/2007,12.0,m,MT,48.005,-106.3744,0.0,"",0.0,"",0.0,"",1.3,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1805DW62513000001F,6/25/2014,0.1,m,MT,47.67997,-106.8796,0.0,"",0.0,"",0.0,"",0.0068,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
MTVOLWQM_WQX-HAB-WADSWORTH_08172019_F-MSR/OBS,8/17/2019,0.0,"",MT,47.5147,-111.3815,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
EMAP_GRE-730GRW590PEBV,7/30/2004,0.0,"",MT,48.092218,-105.330724,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",2167949.297927273,um3/cm2,0.0,""
COEOMAHA_WQX-FTPLK1772B92513000300F,9/25/2012,30.0,m,MT,48.005,-106.3744,0.0,"",0.0,"",0.0,"",0.0133,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772A62311000400F,6/23/2004,40.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.0,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
CSKTRIBE-FHL-RD10525200515250,5/25/2005,0.1,m,MT,47.833333,-114.25,0.0,"",0.0,"",0.0,"",0.9,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772A52508500380F,5/25/2005,38.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.0,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772A201609280910025.0F,9/28/2016,25.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.0188,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
EMAP_GRE-727GRW642PEBV,7/27/2005,0.0,"",MT,48.088162,-105.219683,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",749192.6063346666,um3/cm2,0.0,""
COEOMAHA_WQX-FTPLKBDCA0280114400220F,8/1/2012,22.0,m,MT,47.74397,-106.2958,0.0,"",0.0,"",0.0,"",0.0104,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772AA2016000170F,10/20/2015,17.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.0062,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772B72407200220F,7/24/2013,22.0,m,MT,48.005,-106.3744,0.0,"",0.0,"",0.0,"",0.0042,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772A201605251220000.1F,5/25/2016,0.1,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.0,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772A82610000270F,8/26/2014,27.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.008,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
MTWTRSHD_WQX-SWAN-S_2010-05-10_12:00:00_R,5/10/2010,0.0,"",MT,47.925127,-113.859575,0.0,"",0.0,"",0.0,"",7.1,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772A92513100010F,9/25/2012,1.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.0077,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772B72507200160F,7/25/2007,16.0,m,MT,48.005,-106.3744,0.0,"",0.0,"",0.0,"",1.32,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772A201707260930003.0F,7/26/2017,3.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.0142,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
NARS_WQX-NRS_MT-10382:20190820:SR:,8/20/2019,0.0,"",MT,47.53979919,-115.0797274,0.0,"",0.0,"",0.0,"",1.09,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
MTWTRSHD_WQX-SWAN-N_2011-05-25_14:45:00_R,5/25/2011,0.0,"",MT,47.942975,-113.878581,0.0,"",0.0,"",0.0,"",1.0,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772A201905211900050.0F,5/21/2019,50.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.0423,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772A201907310900056.0F,7/31/2019,56.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.0146,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772A201709271030033.0F,9/27/2017,33.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.0085,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
NARS_WQX-NLA_MT-10191:20170827:SR:,8/27/2017,0.0,"",MT,48.90706,-113.3258,0.0,"",0.0,"",0.0,"",17.47,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
MDEQ_WQ_WQX-NVDRS01-C22,8/17/2004,0.0,"",MT,46.8,-112.796389,0.0,"",0.0,"",0.0,"",17.188,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
FORTPECK-PR-R-PR-011-20140616_1532-C,6/16/2014,0.0,"",MT,48.549444,-105.43027,0.0,"",0.0,"",0.0,"",6.6,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLKBDCA0262411300100F,6/24/2015,10.0,m,MT,47.74397,-106.2958,0.0,"",0.0,"",0.0,"",0.0453,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1805DW92614000050F,9/26/2007,5.0,m,MT,47.67997,-106.8796,0.0,"",0.0,"",0.0,"",3.56,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772A201805230830051.0F,5/23/2018,51.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.0116,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
CSKTRIBE-MSN-CBP0123:201607261219:FM,7/26/2016,0.0,"",MT,47.37449722,-114.2648717,0.0,"",0.0,"",0.0,"",67761.71,RFU,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772A92609000170F,9/26/2007,17.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",2.24,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
MTWTRSHD_WQX-DOLLAR_2013-07-23_11:30:00_R,7/23/2013,0.0,"",MT,48.44638,-114.4148,0.0,"",0.0,"",0.0,"",7.6,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1805DW201607270800002.0F,7/27/2016,2.0,m,MT,47.67997,-106.8796,0.0,"",0.0,"",0.0,"",0.0291,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1805DW201608241110000.1F,8/24/2016,0.1,m,MT,47.67997,-106.8796,0.0,"",0.0,"",0.0,"",0.0163,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772A51910300060F,5/19/2010,6.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.007,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1805DW63012500170F,6/30/2010,17.0,m,MT,47.67997,-106.8796,0.0,"",0.0,"",0.0,"",0.0575,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772AA2016000090F,10/20/2015,9.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.0056,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1805DW202005201100010.0F,5/20/2020,10.0,m,MT,47.67997,-106.8796,0.0,"",0.0,"",0.0,"",0.0306,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-18-A2703,8/8/2018,1.0,m,MT,48.341,-114.008,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
MTWTRSHD_WQX-SQAW02-094,9/13/2005,0.0,"",MT,45.4306,-111.1553,0.0,"",0.0,"",0.0,"",3.36,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772A73118300090F,7/31/2012,9.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.0242,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
FORTPECK-PR-R-PR-05408152011L,8/15/2011,0.0,"",MT,48.67300001,-104.5112,0.0,"",0.0,"",0.0,"",37.4,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1805DW72412000270F,7/24/2013,27.0,m,MT,47.67997,-106.8796,0.0,"",0.0,"",0.0,"",0.0063,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772A52109500520F,5/21/2014,52.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.0263,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772A60409000110F,6/4/2008,11.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",1.3,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772A201709271030041.0F,9/27/2017,41.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.0077,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
MDEQ_WQ_WQX-SALML01-C11,7/21/2004,0.0,"",MT,47.106111,-113.418056,0.0,"",0.0,"",0.0,"",1.116,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1805DW62410100050F,6/24/2015,5.0,m,MT,47.67997,-106.8796,0.0,"",0.0,"",0.0,"",0.0638,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772A63008100480F,6/30/2010,48.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.0181,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
NARS_WQX-MTRF-0116:20140808:SR:,8/8/2014,0.0,"",MT,45.05411,-111.1568,0.0,"",0.0,"",0.0,"",1.587878788,ug/cm2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1805DW201807250830006.0F,7/25/2018,6.0,m,MT,47.67997,-106.8796,0.0,"",0.0,"",0.0,"",0.0318,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPNFMORR1201707251040000.1F,7/25/2017,0.1,m,MT,47.63697,-108.6872,0.0,"",0.0,"",0.0,"",0.023,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1805DW81617300030F,8/16/2004,3.0,m,MT,47.67997,-106.8796,0.0,"",0.0,"",0.0,"",0.0,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPNFMORR1201910151055000.1F,10/15/2019,0.1,m,MT,47.63697,-108.6872,0.0,"",0.0,"",0.0,"",0.0095,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
EMAP_GRE-728-MRU586C,7/28/2004,0.0,"",MT,48.015609,-106.047202,0.0,"",0.0,"",0.0,"",0.5,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1805DW201607270800009.0F,7/27/2016,9.0,m,MT,47.67997,-106.8796,0.0,"",0.0,"",0.0,"",0.0316,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLKBDCA0272111000190F,7/21/2010,19.0,m,MT,47.74397,-106.2958,0.0,"",0.0,"",0.0,"",0.0076,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
CSKTRIBE-MSN-MNM0213:201607260829:FM,7/26/2016,0.0,"",MT,47.35996441,-114.2776599,0.0,"",0.0,"",0.0,"",394.83,RFU,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1805DW202008261200028.0F,8/26/2020,28.0,m,MT,47.67997,-106.8796,0.0,"",0.0,"",0.0,"",0.019,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772A201307240650002.0PQN2,7/24/2013,2.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLKBDCA0272606400060F,7/26/2007,6.0,m,MT,47.74397,-106.2958,0.0,"",0.0,"",0.0,"",1.51,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
CSKTRIBE-JCK-FCM0003:201508271238:SR,8/27/2015,0.0,"",MT,47.17821961,-114.1017787,0.0,"",0.0,"",0.0,"",7.4,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
NARS_WQX-NRS_MT-10407:20190727:SR:,7/27/2019,0.0,"",MT,45.99369237,-113.0349307,0.0,"",0.0,"",0.0,"",0.42,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772A82218000450F,8/22/2005,45.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.0,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
MTWTRSHD_WQX-FMP06164,4/23/2010,0.0,"",MT,47.868056,-114.065278,0.0,"",0.0,"",0.0,"",1.2,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
CSKTRIBE-FHL-SB10921200419210,9/21/2004,0.1,m,MT,47.75,-114.05,0.0,"",0.0,"",0.0,"",0.9,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772A202006232000050.0F,6/23/2020,50.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.0085,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
CSKTRIBE-CRW-LCC040410102007110070,10/10/2007,0.862,m,MT,47.496944,-114.24,0.0,"",0.0,"",0.0,"",0.0,mg/mL,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772A62412100560F,6/24/2015,56.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.0199,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1805DW82612400320F,8/26/2015,32.0,m,MT,47.67997,-106.8796,0.0,"",0.0,"",0.0,"",0.0062,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1805DW71818300190F,7/18/2005,19.0,m,MT,47.67997,-106.8796,0.0,"",0.0,"",0.0,"",0.0,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLKBDCA0262614000100F,6/26/2013,10.0,m,MT,47.74397,-106.2958,0.0,"",0.0,"",0.0,"",0.0114,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
CSKTRIBE-FHR-CMS1387121020071CMS138712070,12/10/2007,0.076,m,MT,47.488333,-114.695278,0.0,"",0.0,"",0.0,"",0.0,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLKBDCA0282612000070F,8/26/2014,7.0,m,MT,47.74397,-106.2958,0.0,"",0.0,"",0.0,"",0.0094,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1778DW92307050140F,9/23/2004,14.0,m,MT,47.89017,-106.5242,0.0,"",0.0,"",0.0,"",1.0,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772A201905211900043.0F,5/21/2019,43.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.0422,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772AA2016000410F,10/20/2015,41.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.0043,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
MTVOLWQM_WQX-HAB-M09CYNFL02_08172018_F-MSR/OBS,8/17/2018,0.0,"",MT,46.546,-111.61,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772B72108150100F,7/21/2010,10.0,m,MT,48.005,-106.3744,0.0,"",0.0,"",0.0,"",0.0088,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772A62612000001F,6/26/2013,0.1,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.0069,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1805DW202005201100030.0F,5/20/2020,30.0,m,MT,47.67997,-106.8796,0.0,"",0.0,"",0.0,"",0.0138,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
FORTPECK-PoplR_RK0:201606281210:SR,6/28/2016,0.0,"",MT,48.083538,-105.187289,0.0,"",0.0,"",0.0,"",23.4,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1805DW92408200080F,9/24/2013,8.0,m,MT,47.67997,-106.8796,0.0,"",0.0,"",0.0,"",0.028,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772A62311000330F,6/23/2004,33.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.0,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1805DW92408200130F,9/24/2013,13.0,m,MT,47.67997,-106.8796,0.0,"",0.0,"",0.0,"",0.0302,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1805DW52309300210F,5/23/2012,21.0,m,MT,47.67997,-106.8796,0.0,"",0.0,"",0.0,"",0.0368,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
FORTPECK-PR-R-PR-05120071L0,8/21/2007,0.0,"",MT,48.21338,-105.141928,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1805DW91014300150F,9/10/2008,15.0,m,MT,47.67997,-106.8796,0.0,"",0.0,"",0.0,"",3.3,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
EMAP_GRE-727GRW634PERB,7/27/2005,0.0,"",MT,48.078647,-105.013399,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
CSKTRIBE-MSN-MBR04530616200816080,6/16/2008,0.491,m,MT,47.368889,-114.240278,0.0,"",0.0,"",0.0,"",0.6,mg/mL,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1805DW82909300030F,8/29/2012,3.0,m,MT,47.67997,-106.8796,0.0,"",0.0,"",0.0,"",0.012,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1805DW201807250830018.0F,7/25/2018,18.0,m,MT,47.67997,-106.8796,0.0,"",0.0,"",0.0,"",0.021,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLKBDCA0282906300040F,8/29/2012,4.0,m,MT,47.74397,-106.2958,0.0,"",0.0,"",0.0,"",0.0116,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLKBDCA0260307000190F,6/3/2015,19.0,m,MT,47.74397,-106.2958,0.0,"",0.0,"",0.0,"",0.0245,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1805DW202007281830031.0F,7/28/2020,31.0,m,MT,47.67997,-106.8796,0.0,"",0.0,"",0.0,"",0.0166,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
FORTPECK-MILK R RK 08-20150908_1257-C,9/8/2015,0.0,"",MT,48.07924,-106.267327,0.0,"",0.0,"",0.0,"",26.0,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772A51809300170F,5/18/2011,17.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.0342,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772A92513100460F,9/25/2012,46.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.0097,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLKBDCA0172010200320F,7/20/2004,32.0,m,MT,47.90728,-106.4154,0.0,"",0.0,"",0.0,"",0.0,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772A92210150120F,9/22/2004,12.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.0,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1789DW81618300320F,8/16/2004,32.0,m,MT,47.79269,-106.6329,0.0,"",0.0,"",0.0,"",0.0,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772A80609000380F,8/6/2008,38.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.96,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
FORTPECK-WSS-02368-10220031L0,7/30/2003,0.0,"",MT,48.025278,-106.08638,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLKBDCA0292809400130F,9/28/2011,13.0,m,MT,47.74397,-106.2958,0.0,"",0.0,"",0.0,"",0.0144,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
MTWTRSHD_WQX-082316-THMPCM-1_CHL_PHY,8/23/2016,0.0,"",MT,45.837997,-111.160108,0.0,"",0.0,"",0.0,"",2.3,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLKBDCA0171814300160F,7/18/2005,16.0,m,MT,47.90728,-106.4154,0.0,"",0.0,"",0.0,"",1.58,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1805DW82909300250F,8/29/2012,25.0,m,MT,47.67997,-106.8796,0.0,"",0.0,"",0.0,"",0.0061,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1805DW201708301200012.0F,8/30/2017,12.0,m,MT,47.67997,-106.8796,0.0,"",0.0,"",0.0,"",0.0132,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
NARS_WQX-NLA_MT-10005:20170730:SR:,7/30/2017,0.0,"",MT,48.96435,-115.1158,0.0,"",0.0,"",0.0,"",1.46,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLK1772A201606290800029.0F,6/29/2016,29.0,m,MT,47.99533,-106.4239,0.0,"",0.0,"",0.0,"",0.0194,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
MDEQ_WQ_WQX-RUBRE01-C31,9/17/2004,0.0,"",MT,45.2241,-112.1239,0.0,"",0.0,"",0.0,"",4.413,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLKBDCA0281614300190F,8/16/2011,19.0,m,MT,47.74397,-106.2958,0.0,"",0.0,"",0.0,"",0.0116,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
FORTPECK-BM-S-BM-056-20120627_1020-C,6/27/2012,0.0,"",MT,48.34585,-104.584083,0.0,"",0.0,"",0.0,"",36.3,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
COEOMAHA_WQX-FTPLKBDCA0282405400240F,8/24/2010,24.0,m,MT,47.74397,-106.2958,0.0,"",0.0,"",0.0,"",0.0238,volts,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
