ActivityIdentifier,ActivityStartDate,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode
NEZPERCETRIBE_WQX-Lawyer Creek 162:20050111:1140:L,1/11/2005,,,46.162311,-116.239958,Chlorophyll a,454,g/m2
1119USBR_WQX-05-A379,2/22/2005,,,44.2430556,-116.9569444,Chlorophyll a,7.4,mg/m3
1119USBR_WQX-05-A3135,7/19/2005,1,m,43.2013889,-111.0930556,Chlorophyll a,1.2,mg/m3
1119USBR_WQX-05-A3219,7/20/2005,1,m,44.6194444,-116.0930556,Chlorophyll a,6.1,mg/m3
NEZPERCETRIBE_WQX-07301A:20051011:1130:L,10/11/2005,,,46.301389,-116.128889,Chlorophyll a,147,g/m2
1119USBR_WQX-05-A4903,9/6/2005,1,m,44.6888889,-116.0986111,Chlorophyll a,67.7,mg/m3
NEZPERCETRIBE_WQX-Five Mile Creek:20051205:1215:L,12/5/2005,,,46.35415833,-116.1626944,Pheophytin a,99,g/m2
NEZPERCETRIBE_WQX-06901A:20050110:1200:L,1/10/2005,,,46.209167,-116.0725,Chlorophyll a,20,g/m2
1119USBR_WQX-05-A1263,5/23/2005,,,44.2430556,-116.9569444,Chlorophyll a,3.2,mg/m3
1119USBR_WQX-05-A5939,10/25/2005,,,43.9231167,-116.4427472,Chlorophyll a,5,mg/m3
1119USBR_WQX-05-A3376,7/26/2005,1,m,43.4375,-115.2958333,Chlorophyll a,3.3,mg/m3
1119USBR_WQX-05-A282,2/14/2005,,,43.9323,-116.3356,Chlorophyll a,2.5,mg/m3
1119USBR_WQX-05-A3280,7/20/2005,1,m,43.4772222,-111.7333333,Chlorophyll a,5.4,mg/m3
USACENWS_WQX-ALFLPD:20050708:0924:SR,7/8/2005,,,48.258529,-116.361919,Chlorophyll a,1.602,ug/L
UTAHDWQ_WQX-BIOTA2005-203443-200508870C,11/22/2005,,,42.02955,-111.92206,"Biomass, periphyton",318,mg/m2
NEZPERCETRIBE_WQX-02501A:20051108:1300:L,11/8/2005,,,46.35415833,-116.1626944,Chlorophyll a,266,g/m2
1119USBR_WQX-05-A4897,9/6/2005,1,m,44.6986111,-116.1055556,Chlorophyll a,36.6,mg/m3
NEZPERCETRIBE_WQX-03301A:20050316:1235:L,3/16/2005,,,46.505833,-116.551944,Chlorophyll a,210,g/m2
USACENWS_WQX-ALFFB:20050708:0924:SR,7/8/2005,,,48.177936,-116.996326,Chlorophyll a,2.67,ug/L
NEZPERCETRIBE_WQX-02501A:20050816:1135:L,8/16/2005,,,46.35415833,-116.1626944,Chlorophyll a,51,g/m2
NEZPERCETRIBE_WQX-08601A:20050426:1030:L,4/26/2005,,,46.236111,-116.024167,Chlorophyll a,31,g/m2
NEZPERCETRIBE_WQX-01101A:20050822:1300:L,8/22/2005,,,46.27653056,-116.5217944,Chlorophyll a,34,g/m2
1119USBR_WQX-05-A3276,7/20/2005,1,m,43.59,-111.77,Chlorophyll a,1.5,mg/m3
NEZPERCETRIBE_WQX-Five Mile Creek:20050801:1410:L,8/1/2005,,,46.35415833,-116.1626944,Chlorophyll a,108,g/m2
1119USBR_WQX-05-A166,1/24/2005,,,44.2430556,-116.9569444,Chlorophyll a,4.6,mg/m3
NEZPERCETRIBE_WQX-03101A:20050713:1130:L,7/13/2005,,,46.27963611,-116.2905278,Chlorophyll a,25,g/m2
1119USBR_WQX-05-A5308,9/22/2005,,,43.9231167,-116.4427472,Chlorophyll a,15,mg/m3
USACENWS_WQX-ALFLPS:20050611:0919:SR,6/11/2005,,,48.27359,-116.506456,Chlorophyll a,3.56,ug/L
1119USBR_WQX-05-A3221,7/20/2005,1,m,44.5277778,-116.0541667,Chlorophyll a,6.7,mg/m3
NEZPERCETRIBE_WQX-Lawyer Creek 162:20050315:1235:L,3/15/2005,,,46.162311,-116.239958,Chlorophyll a,68,g/m2
NEZPERCETRIBE_WQX-02501A:20050623:1230:L,6/23/2005,,,46.35415833,-116.1626944,Chlorophyll a,34,g/m2
1119USBR_WQX-05-A3572,8/1/2005,1,m,43.5919444,-115.9166667,Chlorophyll a,2.1,mg/m3
NEZPERCETRIBE_WQX-LawyerCreekHillSt:20050104:1230:L,1/4/2005,,,46.224303,-116.016711,Chlorophyll a,43,g/m2
NEZPERCETRIBE_WQX-00527A:20050815:1420:L,8/15/2005,,,46.269375,-116.536825,Chlorophyll a,12,g/m2
USACENWS_WQX-ALFFB:20051104:0954:SR,11/4/2005,,,48.177936,-116.996326,Chlorophyll a,1.958,ug/L
1119USBR_WQX-05-A6118,11/16/2005,,,43.9231167,-116.4427472,Chlorophyll a,2.4,mg/m3
NEZPERCETRIBE_WQX-LawyerCreekHillSt:20050309:1300:L,3/9/2005,,,46.224303,-116.016711,Chlorophyll a,1180,g/m2
NEZPERCETRIBE_WQX-00527A:20050921:1530:L,9/21/2005,,,46.269375,-116.536825,Chlorophyll a,131,g/m2
1119USBR_WQX-05-A4032,8/9/2005,1,m,44.6194444,-116.0930556,Chlorophyll a,12.4,mg/m3
1119USBR_WQX-05-A4907,9/6/2005,1,m,44.5043056,-116.0860833,Chlorophyll a,27.3,mg/m3
1119USBR_WQX-05-A434,3/1/2005,,,43.4144444,-116.7233333,Chlorophyll a,4.1,mg/m3
NEZPERCETRIBE_WQX-07301A:20050711:1045:L,7/11/2005,,,46.301389,-116.128889,Chlorophyll a,7,g/m2
NEZPERCETRIBE_WQX-LawyerCreekHillSt:20050426:1215:L,4/26/2005,,,46.224303,-116.016711,Chlorophyll a,83,g/m2
1119USBR_WQX-05-A4781,8/29/2005,,,43.4144444,-116.7233333,Chlorophyll a,15.9,mg/m3
NEZPERCETRIBE_WQX-06001A:20050314:1210:L,3/14/2005,,,46.526944,-116.646111,Chlorophyll a,1340,g/m2
1119USBR_WQX-05-A4038,8/9/2005,1,m,44.6777778,-116.0819444,Chlorophyll a,40.3,mg/m3
NEZPERCETRIBE_WQX-00701A:20050331:0930:L,3/31/2005,,,46.0061,-115.96111,Chlorophyll a,0.03,g/m2
1119USBR_WQX-05-A3977,8/8/2005,,,43.9231167,-116.4427472,Chlorophyll a,3.8,mg/m3
NEZPERCETRIBE_WQX-01101A:20050608:1200:L,6/8/2005,,,46.27653056,-116.5217944,Chlorophyll a,63,g/m2
1119USBR_WQX-05-A4905,9/6/2005,1,m,44.6777778,-116.0819444,Chlorophyll a,54.7,mg/m3
NEZPERCETRIBE_WQX-07301A:20050919:1220:L,9/19/2005,,,46.301389,-116.128889,Chlorophyll a,304,g/m2
1119USBR_WQX-05-A2611,7/6/2005,1,m,44.6194444,-116.0930556,Chlorophyll a,2,mg/m3
NEZPERCETRIBE_WQX-02501A:20050919:1320:L,9/19/2005,,,46.35415833,-116.1626944,Chlorophyll a,93,g/m2
NEZPERCETRIBE_WQX-LawyerCrkTribeBound:20050406:0945:L,4/6/2005,,,46.111894,-116.480175,Chlorophyll a,50,g/m2
NEZPERCETRIBE_WQX-00501A:20050615:1310:L,6/15/2005,,,46.4964,-116.4342222,Chlorophyll a,299,g/m2
NEZPERCETRIBE_WQX-00501A:20051205:1400:L,12/5/2005,,,46.4964,-116.4342222,Chlorophyll a,381,g/m2
NEZPERCETRIBE_WQX-02501A:20050711:1200:L,7/11/2005,,,46.35415833,-116.1626944,Chlorophyll a,140,g/m2
NEZPERCETRIBE_WQX-Five Mile Creek:20050623:1230:L,6/23/2005,,,46.35415833,-116.1626944,Chlorophyll a,34,g/m2
1119USBR_WQX-05-A4909,9/6/2005,1,m,44.5277778,-116.0541667,Chlorophyll a,19.7,mg/m3
USACENWS_WQX-ALFFB:20050302:0913:SR,3/2/2005,,,48.177936,-116.996326,Chlorophyll a,3.56,ug/L
NEZPERCETRIBE_WQX-Five Mile Creek:20050711:1200:L,7/11/2005,,,46.35415833,-116.1626944,Chlorophyll a,140,g/m2
1119USBR_WQX-05-A2613,7/6/2005,1,m,44.5277778,-116.0541667,Chlorophyll a,2.8,mg/m3
1119USBR_WQX-05-A2743,7/11/2005,1,m,43.5825,-116.6983333,Chlorophyll a,7.3,mg/m3
USACENWS_WQX-ALFLPD:20050808:0928:SR,8/8/2005,,,48.258529,-116.361919,Chlorophyll a,2.848,ug/L
1119USBR_WQX-05-A6188,11/22/2005,,,43.4144444,-116.7233333,Chlorophyll a,28.9,mg/m3
USACENWS_WQX-ALFLPS:20050302:0913:SR,3/2/2005,,,48.27359,-116.506456,Chlorophyll a,4.094,ug/L
1119USBR_WQX-05-A536,3/21/2005,,,44.2430556,-116.9569444,Chlorophyll a,7.2,mg/m3
NEZPERCETRIBE_WQX-07301A:20050801:1315:L,8/1/2005,,,46.301389,-116.128889,Chlorophyll a,212,g/m2
NEZPERCETRIBE_WQX-01501A:20050330:0000:L,3/30/2005,,,46.498611,-116.711389,Chlorophyll a,0.07,g/m2
NEZPERCETRIBE_WQX-00527A:20050803:1145:L,8/3/2005,,,46.269375,-116.536825,Chlorophyll a,185,g/m2
NEZPERCETRIBE_WQX-00527A:20050906:1330:L,9/6/2005,,,46.269375,-116.536825,Chlorophyll a,57,g/m2
1119USBR_WQX-05-A6326,12/19/2005,,,43.9231167,-116.4427472,Chlorophyll a,1.2,mg/m3
1119USBR_WQX-05-A1431,6/1/2005,1,m,44.6194444,-116.0930556,Chlorophyll a,4.5,mg/m3
NEZPERCETRIBE_WQX-Five Mile Creek:20051011:1300:L,10/11/2005,,,46.35415833,-116.1626944,Pheophytin a,22,g/m2
NEZPERCETRIBE_WQX-08601A:20050309:1130:L,3/9/2005,,,46.236111,-116.024167,Chlorophyll a,61,g/m2
NEZPERCETRIBE_WQX-03101A:20050615:1010:L,6/15/2005,,,46.27963611,-116.2905278,Chlorophyll a,52,g/m2
1119USBR_WQX-05-A380,2/22/2005,,,44.2430556,-116.9569444,Chlorophyll a,7.1,mg/m3
1119USBR_WQX-05-A751,4/18/2005,,,43.9231167,-116.4427472,Chlorophyll a,2.3,mg/m3
NEZPERCETRIBE_WQX-06001A:20050216:1240:L,2/16/2005,,,46.526944,-116.646111,Chlorophyll a,96,g/m2
1119USBR_WQX-05-A3251,7/21/2005,1,m,42.6708333,-113.4833333,Chlorophyll a,5.7,mg/m3
1119USBR_WQX-05-A2617,7/6/2005,1,m,44.5043056,-116.0860833,Chlorophyll a,3.7,mg/m3
NEZPERCETRIBE_WQX-UnamedTribLawCrk:20050308:1250:L,3/8/2005,,,46.201211,-116.419306,Chlorophyll a,230,g/m2
NEZPERCETRIBE_WQX-Lawyer Creek 162:20050428:1410:L,4/28/2005,,,46.162311,-116.239958,Chlorophyll a,35,g/m2
1119USBR_WQX-05-A3278,7/20/2005,1,m,43.5416667,-111.7369444,Chlorophyll a,1.7,mg/m3
NEZPERCETRIBE_WQX-00501A:20051011:1400:L,10/11/2005,,,46.4964,-116.4342222,Chlorophyll a,41,g/m2
NEZPERCETRIBE_WQX-02501A:20051205:1215:L,12/5/2005,,,46.35415833,-116.1626944,Chlorophyll a,20,g/m2
1119USBR_WQX-05-A4034,8/9/2005,1,m,44.5277778,-116.0541667,Chlorophyll a,18.3,mg/m3
1119USBR_WQX-05-A1175,5/17/2005,1,m,43.4144444,-116.7233333,Chlorophyll a,4.3,mg/m3
1119USBR_WQX-05-A5938,10/25/2005,,,44.2430556,-116.9569444,Chlorophyll a,5.7,mg/m3
1119USBR_WQX-05-A745,4/18/2005,,,43.4144444,-116.7233333,Chlorophyll a,6.1,mg/m3
1119USBR_WQX-05-A981,5/3/2005,1,m,44.6777778,-116.0819444,Chlorophyll a,4.6,mg/m3
1119USBR_WQX-05-A35,1/10/2005,,,43.9323,-116.3356,Chlorophyll a,3.7,mg/m3
NEZPERCETRIBE_WQX-Five Mile Creek:20050801:1410:L,8/1/2005,,,46.35415833,-116.1626944,Pheophytin a,6,g/m2
1119USBR_WQX-05-A4901,9/6/2005,1,m,44.5277778,-116.0541667,Chlorophyll a,19.8,mg/m3
NEZPERCETRIBE_WQX-03101A:20050926:1130:L,9/26/2005,,,46.27963611,-116.2905278,Chlorophyll a,97,g/m2
1119USBR_WQX-05-A285,2/14/2005,,,43.9511816,-116.3479983,Chlorophyll a,3.9,mg/m3
1119USBR_WQX-05-A2518,7/5/2005,1,m,43.4144444,-116.7233333,Chlorophyll a,6.9,mg/m3
NEZPERCETRIBE_WQX-03301A:20050512:1210:L,5/12/2005,,,46.505833,-116.551944,Chlorophyll a,1,g/m2
NEZPERCETRIBE_WQX-00527A:20050712:0940:L,7/12/2005,,,46.269375,-116.536825,Chlorophyll a,14,g/m2
NEZPERCETRIBE_WQX-00527A:20051013:1045:L,10/13/2005,,,46.269375,-116.536825,Chlorophyll a,104,g/m2
NEZPERCETRIBE_WQX-02501A:20051011:1300:L,10/11/2005,,,46.35415833,-116.1626944,Chlorophyll a,97,g/m2
NEZPERCETRIBE_WQX-01101A:20050926:1245:L,9/26/2005,,,46.27653056,-116.5217944,Chlorophyll a,36,g/m2
NEZPERCETRIBE_WQX-03301A:20050301:1240:L,3/1/2005,,,46.505833,-116.551944,Chlorophyll a,87,g/m2
1119USBR_WQX-05-A4036,8/9/2005,1,m,44.6888889,-116.0986111,Chlorophyll a,31.7,mg/m3
USACENWS_WQX-ALFLPS:20050708:0924:SR,7/8/2005,,,48.27359,-116.506456,Chlorophyll a,2.136,ug/L
1119USBR_WQX-05-A3000,7/17/2005,,,43.9231167,-116.4427472,Chlorophyll a,5,mg/m3
NEZPERCETRIBE_WQX-06001A:20050103:1000:L,1/3/2005,,,46.526944,-116.646111,Chlorophyll a,165,g/m2
NEZPERCETRIBE_WQX-02501A:20050607:1430:L,6/7/2005,,,46.35415833,-116.1626944,Chlorophyll a,5,g/m2
NEZPERCETRIBE_WQX-01101A:20051110:1025:L,11/10/2005,,,46.27653056,-116.5217944,Chlorophyll a,80,g/m2
USACENWS_WQX-ALFLPD:20050302:0913:SR,3/2/2005,,,48.258529,-116.361919,Chlorophyll a,5.874,ug/L
1119USBR_WQX-05-A979,5/3/2005,1,m,44.5277778,-116.0541667,Chlorophyll a,3.9,mg/m3
1119USBR_WQX-05-A3144,7/19/2005,1,m,43.3138889,-111.2013889,Chlorophyll a,1.4,mg/m3
NEZPERCETRIBE_WQX-LawyerCrkTribeBound:20050308:1110:L,3/8/2005,,,46.111894,-116.480175,Chlorophyll a,154,g/m2
NEZPERCETRIBE_WQX-03101A:20050815:1240:L,8/15/2005,,,46.27963611,-116.2905278,Chlorophyll a,122,g/m2
1119USBR_WQX-05-A1173,5/17/2005,,,43.9231167,-116.4427472,Chlorophyll a,3,mg/m3
1119USBR_WQX-05-A6325,12/19/2005,,,43.9231167,-116.4427472,Chlorophyll a,1.3,mg/m3
NEZPERCETRIBE_WQX-LawyerCreekHillSt:20050411:1230:L,4/11/2005,,,46.224303,-116.016711,Chlorophyll a,7,g/m2
NEZPERCETRIBE_WQX-06901A:20050315:1050:L,3/15/2005,,,46.209167,-116.0725,Chlorophyll a,153,g/m2
1119USBR_WQX-05-A4780,8/29/2005,,,43.5541667,-116.6616667,Chlorophyll a,68.1,mg/m3
NEZPERCETRIBE_WQX-Five Mile Creek:20051011:1300:L,10/11/2005,,,46.35415833,-116.1626944,Chlorophyll a,97,g/m2
1119USBR_WQX-05-A3139,7/19/2005,1,m,43.3138889,-111.2013889,Chlorophyll a,0.9,mg/m3
1119USBR_WQX-05-A2826,7/12/2005,,,44.2430556,-116.9569444,Chlorophyll a,14.2,mg/m3
UTAHDWQ_WQX-BIOTA2005-203443-200508870C,11/22/2005,,,42.02955,-111.92206,"Chlorophyll a, uncorrected for pheophytin",8.8,mg/m2
NEZPERCETRIBE_WQX-07301A:20050816:1045:L,8/16/2005,,,46.301389,-116.128889,Chlorophyll a,159,g/m2
NEZPERCETRIBE_WQX-08401A:20050330:1100:L,3/30/2005,,,46.05114167,-115.9831056,Chlorophyll a,0.04,g/m2
1119USBR_WQX-05-A1174,5/17/2005,1,m,43.5541667,-116.6616667,Chlorophyll a,5.8,mg/m3
1119USBR_WQX-05-A6119,11/16/2005,,,43.9231167,-116.4427472,Chlorophyll a,2,mg/m3
1119USBR_WQX-05-A1433,6/1/2005,1,m,44.5277778,-116.0541667,Chlorophyll a,3.1,mg/m3
1119USBR_WQX-05-A2749,7/11/2005,1,m,43.5354,-116.6515983,Chlorophyll a,12,mg/m3
1119USBR_WQX-05-A3217,7/20/2005,1,m,44.5043056,-116.0860833,Chlorophyll a,4.4,mg/m3
NEZPERCETRIBE_WQX-Five Mile Creek:20051205:1215:L,12/5/2005,,,46.35415833,-116.1626944,Chlorophyll a,20,g/m2
1119USBR_WQX-05-A4231,8/15/2005,,,44.2430556,-116.9569444,Chlorophyll a,12.1,mg/m3
NEZPERCETRIBE_WQX-02501A:20050801:1410:L,8/1/2005,,,46.35415833,-116.1626944,Chlorophyll a,108,g/m2
NEZPERCETRIBE_WQX-06901A:20050223:1210:L,2/23/2005,,,46.209167,-116.0725,Chlorophyll a,230,g/m2
1119USBR_WQX-05-A2753,7/11/2005,1,m,43.5825,-116.6983333,Chlorophyll a,8,mg/m3
NEZPERCETRIBE_WQX-01101A:20050714:1000:L,7/14/2005,,,46.27653056,-116.5217944,Chlorophyll a,51,g/m2
NEZPERCETRIBE_WQX-Five Mile Creek:20050907:1240:L,9/7/2005,,,46.35415833,-116.1626944,Pheophytin a,2,g/m2
1119USBR_WQX-05-A284,2/14/2005,,,43.9231167,-116.4427472,Chlorophyll a,1.3,mg/m3
NEZPERCETRIBE_WQX-01101A:20050906:1230:L,9/6/2005,,,46.27653056,-116.5217944,Chlorophyll a,71,g/m2
NEZPERCETRIBE_WQX-Five Mile Creek:20051108:1300:L,11/8/2005,,,46.35415833,-116.1626944,Pheophytin a,25,g/m2
NEZPERCETRIBE_WQX-00501A:20050718:1230:L,7/18/2005,,,46.4964,-116.4342222,Chlorophyll a,94,g/m2
NEZPERCETRIBE_WQX-Five Mile Creek:20050907:1240:L,9/7/2005,,,46.35415833,-116.1626944,Chlorophyll a,24,g/m2
NEZPERCETRIBE_WQX-Five Mile Creek:20050623:1230:L,6/23/2005,,,46.35415833,-116.1626944,Pheophytin a,74,g/m2
USACENWS_WQX-ALFLPD:20051104:0954:SR,11/4/2005,,,48.258529,-116.361919,Chlorophyll a,2.314,ug/L
1119USBR_WQX-05-A6187,11/22/2005,,,43.5541667,-116.6616667,Chlorophyll a,43.1,mg/m3
USACENWS_WQX-ALFFB:20050429:0915:SR,4/29/2005,,,48.177936,-116.996326,Chlorophyll a,4.272,ug/L
NEZPERCETRIBE_WQX-LawyerCreekHillSt:20050222:1200:L,2/22/2005,,,46.224303,-116.016711,Chlorophyll a,728,g/m2
NEZPERCETRIBE_WQX-03301A:20050428:1200:L,4/28/2005,,,46.505833,-116.551944,Chlorophyll a,41,g/m2
1119USBR_WQX-05-A2745,7/11/2005,1,m,43.5541667,-116.6616667,Chlorophyll a,10,mg/m3
1119USBR_WQX-05-A5383,9/27/2005,,,44.2430556,-116.9569444,Chlorophyll a,6.1,mg/m3
USACENWS_WQX-ALFLPS:20050429:0915:SR,4/29/2005,,,48.27359,-116.506456,Chlorophyll a,3.916,ug/L
NEZPERCETRIBE_WQX-00501A:20050907:1050:L,9/7/2005,,,46.4964,-116.4342222,Chlorophyll a,237,g/m2
NEZPERCETRIBE_WQX-Five Mile Creek:20051108:1300:L,11/8/2005,,,46.35415833,-116.1626944,Chlorophyll a,266,g/m2
NEZPERCETRIBE_WQX-01101A:20050803:1340:L,8/3/2005,,,46.27653056,-116.5217944,Chlorophyll a,68,g/m2
1119USBR_WQX-05-A5535,10/6/2005,,,43.4144444,-116.7233333,Chlorophyll a,90.1,mg/m3
1119USBR_WQX-05-A2751,7/11/2005,1,m,43.5705556,-116.7222222,Chlorophyll a,8.8,mg/m3
NEZPERCETRIBE_WQX-Five Mile Creek:20050607:1430:L,6/7/2005,,,46.35415833,-116.1626944,Chlorophyll a,5,g/m2
NEZPERCETRIBE_WQX-Five Mile Creek:20050816:1135:L,8/16/2005,,,46.35415833,-116.1626944,Chlorophyll a,51,g/m2
1119USBR_WQX-05-A2517,7/5/2005,1,m,43.5541667,-116.6616667,Chlorophyll a,6.3,mg/m3
1119USBR_WQX-06-A1704,6/7/2006,1,m,44.5043056,-116.0860833,Chlorophyll a,4.3,mg/m3
1119USBR_WQX-06-A4585,9/14/2006,,,43.9231167,-116.4427472,Chlorophyll a,9.9,mg/m3
1119USBR_WQX-06-A3113,7/24/2006,1,m,44.6194444,-116.0930556,Chlorophyll a,11.1,mg/m3
NEZPERCETRIBE_WQX-03501A:20060713:1030:L,7/13/2006,,,46.438889,-116.21111,Chlorophyll a,0.1,g/m2
USACENWS_WQX-ALFLPS:20060610:1006:SR,6/10/2006,,,48.27359,-116.506456,Chlorophyll a,3.738,ug/L
1119USBR_WQX-06-A3651,8/9/2006,1,m,44.6777778,-116.0819444,Chlorophyll a,24.9,mg/m3
1119USBR_WQX-06-A2582,7/11/2006,1,m,43.9333333,-116.4416667,Chlorophyll a,2.1,mg/m3
1119USBR_WQX-06-A506,3/20/2006,,,44.2430556,-116.9569444,Chlorophyll a,2.5,mg/m3
NEZPERCETRIBE_WQX-Five Mile Creek:20060424:1245:L,4/24/2006,,,46.35415833,-116.1626944,Chlorophyll a,14,g/m2
NEZPERCETRIBE_WQX-Five Mile Creek:20060411:1140:L,4/11/2006,,,46.35415833,-116.1626944,Pheophytin a,,
NEZPERCETRIBE_WQX-01501A:20060522:0000:L,5/22/2006,,,46.498611,-116.711389,Chlorophyll a,0.08,g/m2
1119USBR_WQX-06-A3465,8/2/2006,1,m,44.4197222,-111.3972222,Chlorophyll a,7.9,mg/m3
1119USBR_WQX-06-A4398,9/5/2006,1,m,44.5277778,-116.0541667,Chlorophyll a,66.5,mg/m3
1119USBR_WQX-06-A5724,12/5/2006,,,43.9231167,-116.4427472,Chlorophyll a,0.9,mg/m3
1119USBR_WQX-06-A3467,8/2/2006,1,m,44.3788889,-111.3966667,Chlorophyll a,20.2,mg/m3
1119USBR_WQX-06-A1149,5/16/2006,,,43.9231167,-116.4427472,Chlorophyll a,2.4,mg/m3
NEZPERCETRIBE_WQX-02501A:20060411:1140:L,4/11/2006,,,46.35415833,-116.1626944,Chlorophyll a,20,g/m2
1119USBR_WQX-06-A4397,9/5/2006,1,m,44.6194444,-116.0930556,Chlorophyll a,42.9,mg/m3
USACENWS_WQX-ALFLPD:20060915:0236:SR,9/15/2006,,,48.258529,-116.361919,Chlorophyll a,1.602,ug/L
NEZPERCETRIBE_WQX-00501A:20060424:1120:L,4/24/2006,,,46.4964,-116.4342222,Chlorophyll a,2,g/m2
1119USBR_WQX-06-A5168,10/11/2006,0,m,44.29465,-115.64676,Chlorophyll a,5.2,mg/m3
1119USBR_WQX-06-A2437,7/6/2006,,,43.9231167,-116.4427472,Chlorophyll a,2.8,mg/m3
USACENWS_WQX-ALFLPD:20060812:1026:SR,8/12/2006,,,48.258529,-116.361919,Chlorophyll a,1.958,ug/L
1119USBR_WQX-06-A3647,8/9/2006,1,m,44.5277778,-116.0541667,Chlorophyll a,22.3,mg/m3
1119USBR_WQX-06-A1702,6/7/2006,1,m,44.5277778,-116.0541667,Chlorophyll a,11,mg/m3
NEZPERCETRIBE_WQX-Five Mile Creek:20060424:1245:L,4/24/2006,,,46.35415833,-116.1626944,Pheophytin a,,
USACENWS_WQX-ALFLPS:20060610:0233:SR,6/10/2006,,,48.27359,-116.506456,Chlorophyll a,3.738,ug/L
NEZPERCETRIBE_WQX-Five Mile Creek:20060530:1250:L,5/30/2006,,,46.35415833,-116.1626944,Pheophytin a,,
USACENWS_WQX-ALFFB:20060812:1026:SR,8/12/2006,,,48.177936,-116.996326,Chlorophyll a,1.78,ug/L
1119USBR_WQX-06-A108,1/23/2006,,,43.9231167,-116.4427472,Chlorophyll a,1.1,mg/m3
1119USBR_WQX-06-A351,2/23/2006,,,44.2430556,-116.9569444,Chlorophyll a,1.4,mg/m3
1119USBR_WQX-06-A5914,12/18/2006,,,44.2430556,-116.9569444,Chlorophyll a,4.7,mg/m3
UTAHDWQ_WQX-ASSESSMENTA2006-206773-200608401C,9/25/2006,,,42.01354,-111.81828,"Chlorophyll a, uncorrected for pheophytin",4.7,mg/m2
NEZPERCETRIBE_WQX-00501A:20060601:1200:L,6/1/2006,,,46.4964,-116.4342222,Chlorophyll a,198,g/m2
1119USBR_WQX-06-A3356,7/31/2006,1,m,42.6708333,-113.4833333,Chlorophyll a,15.7,mg/m3
NEZPERCETRIBE_WQX-Five Mile Creek:20060109:1230:L,1/9/2006,,,46.35415833,-116.1626944,Pheophytin a,1,g/m2
NEZPERCETRIBE_WQX-03101A:20060208:1240:L,2/8/2006,,,46.27963611,-116.2905278,Chlorophyll a,489,g/m2
USACENWS_WQX-ALFLPD:20061108:1117:SR,11/8/2006,,,48.258529,-116.361919,Chlorophyll a,1.958,ug/L
1119USBR_WQX-06-A653,4/10/2006,,,44.2430556,-116.9569444,Chlorophyll a,1.9,mg/m3
NEZPERCETRIBE_WQX-Five Mile Creek:20060530:1250:L,5/30/2006,,,46.35415833,-116.1626944,Chlorophyll a,15,g/m2
1119USBR_WQX-06-A350,2/23/2006,,,44.2430556,-116.9569444,Chlorophyll a,1.9,mg/m3
NEZPERCETRIBE_WQX-07301A:20060411:1020:L,4/11/2006,,,46.301389,-116.128889,Chlorophyll a,36,g/m2
NEZPERCETRIBE_WQX-00527A:20060515:1045:L,5/15/2006,,,46.269375,-116.536825,Chlorophyll a,165,g/m2
NEZPERCETRIBE_WQX-03101A:20060413:1030:L,4/13/2006,,,46.27963611,-116.2905278,Chlorophyll a,179,g/m2
1119USBR_WQX-06-A4393,9/5/2006,1,m,44.6986111,-116.1055556,Chlorophyll a,53.8,mg/m3
NEZPERCETRIBE_WQX-00501A:20060111:1100:L,1/11/2006,,,46.4964,-116.4342222,Chlorophyll a,2,g/m2
1119USBR_WQX-06-A256,2/8/2006,1,m,43.5541667,-116.6616667,Chlorophyll a,19.3,mg/m3
1119USBR_WQX-06-A3354,7/31/2006,1,m,42.6736111,-113.5625,Chlorophyll a,10.5,mg/m3
1119USBR_WQX-06-A2578,7/10/2006,,,44.2430556,-116.9569444,Chlorophyll a,10.9,mg/m3
NEZPERCETRIBE_WQX-00527A:20060412:1415:L,4/12/2006,,,46.269375,-116.536825,Chlorophyll a,27,g/m2
1119USBR_WQX-06-A5725,12/5/2006,,,43.9231167,-116.4427472,Chlorophyll a,2,mg/m3
NEZPERCETRIBE_WQX-Five Mile Creek:20060411:1140:L,4/11/2006,,,46.35415833,-116.1626944,Chlorophyll a,20,g/m2
1119USBR_WQX-06-A2746,7/12/2006,0,m,44.29465,-115.64676,Chlorophyll a,0.9,mg/m3
NEZPERCETRIBE_WQX-Five Mile Creek:20060109:1230:L,1/9/2006,,,46.35415833,-116.1626944,Chlorophyll a,35,g/m2
1119USBR_WQX-06-A4395,9/5/2006,1,m,44.6194444,-116.0930556,Chlorophyll a,44.7,mg/m3
1119USBR_WQX-06-A4404,9/5/2006,1,m,44.5043056,-116.0860833,Chlorophyll a,78,mg/m3
1119USBR_WQX-06-A5414,10/24/2006,,,44.2430556,-116.9569444,Chlorophyll a,4.1,mg/m3
1119USBR_WQX-06-A1069,5/10/2006,1,m,44.5043056,-116.0860833,Chlorophyll a,8.8,mg/m3
1119USBR_WQX-06-A2579,7/11/2006,1,m,43.9333333,-116.4416667,Chlorophyll a,1.7,mg/m3
1119USBR_WQX-06-A3645,8/9/2006,1,m,44.6194444,-116.0930556,Chlorophyll a,17.6,mg/m3
1119USBR_WQX-06-A297,2/14/2006,,,43.6625,-116.285,Chlorophyll a,2.2,mg/m3
