ActivityIdentifier,ActivityStartDate,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode
11NPSWRD_WQX-CURE_381934107133500200302261025^01,2/26/2003,,,38.32610537,-107.2269997,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_09128000200311061130,11/6/2003,,,38.52915336,-107.648947,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383028107162200200307221102^01,7/22/2003,,,38.5077701,-107.2733881,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382943107015300200309021415^01,9/2/2003,,,38.49526864,-107.0319914,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382702107203900200304300930^01,4/30/2003,,,38.45054696,-107.3447785,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_381633107054700200308060850^01,8/6/2003,,,38.27582757,-107.0969952,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382900107101600200304141502^01,4/14/2003,,,38.48332555,-107.1717185,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_383418107471401200308271206^01,8/27/2003,,,38.5716523,-107.7878374,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382856107050000200308140957^01,8/14/2003,1,m,38.4822137,-107.0839377,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_381934107133500200304230925^01,4/23/2003,,,38.32610537,-107.2269997,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383028107162200200312031025^01,12/3/2003,,,38.5077701,-107.2733881,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383103106594200200308290845,8/29/2003,,,38.51749077,-106.9956012,Biomass/chlorophyll ratio,356,None
11NPSWRD_WQX-CURE_383024107371800200308251132^01,8/25/2003,,,38.5066535,-107.6222804,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382937107033500200312021240^01,12/2/2003,,,38.49360224,-107.0603257,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382418107242600200306191200^01,6/19/2003,,,38.4049908,-107.4078353,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382831107172600200308141156^01,8/14/2003,1,m,38.47526994,-107.2911664,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_09128000200308181025^01,8/18/2003,,,38.52915336,-107.648947,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_381633107054700200309030900^01,9/3/2003,,,38.27582757,-107.0969952,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_09125000200309161040^01,9/16/2003,,,38.4877673,-107.415057,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382902107140400200308040815^01,8/4/2003,,,38.4838816,-107.235054,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383137107183600200306091037^01,6/9/2003,,,38.52693624,-107.3106108,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_09127000200308130847^01,8/13/2003,,,38.44637698,-107.555614,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382943107015300200308190815^01,8/19/2003,,,38.49526864,-107.0319914,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382702107315400200308231305^01,8/23/2003,,,38.45054376,-107.5322807,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382702107203900200302181052^01,2/18/2003,,,38.45054696,-107.3447785,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382900107101600200301221120^01,1/22/2003,,,38.48332555,-107.1717185,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_381934107133500200309031048^01,9/3/2003,,,38.32610537,-107.2269997,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_09128000200305021401,5/2/2003,,,38.52915336,-107.648947,Floating algae mat - severity (choice list),MILD,
11NPSWRD_WQX-CURE_382702107203900200308191443^01,8/19/2003,,,38.45054696,-107.3447785,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_383537107471500200308070820^01,8/7/2003,,,38.5935966,-107.7881153,Floating algae mat - severity (choice list),NONE,
21COL001_WQX-20044001001-20030729_S-IVP,7/29/2003,,,39.55602,-105.06285,"Chlorophyll a, corrected for pheophytin",8.4,ug/L
11NPSWRD_WQX-CURE_383028107162200200306301140^01,6/30/2003,,,38.5077701,-107.2733881,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382856107050000200308260835^01,8/26/2003,1,m,38.4822137,-107.0839377,Floating algae mat - severity (choice list),MODERATE,
11NPSWRD_WQX-BLCA_09128000200307151107^01,7/15/2003,,,38.52915336,-107.648947,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_09128000200308281228^01,8/28/2003,,,38.52915336,-107.648947,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_381934107133500200307211245^01,7/21/2003,,,38.32610537,-107.2269997,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383024107371800200308111400^01,8/11/2003,,,38.5066535,-107.6222804,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_09125000200307240917^01,7/24/2003,,,38.4877673,-107.415057,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383024107371800200304221238^01,4/22/2003,,,38.5066535,-107.6222804,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_381633107054700200304231105^01,4/23/2003,,,38.27582757,-107.0969952,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383103106594200200308290840^01,8/29/2003,,,38.51749077,-106.9956012,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383103106594200200308290845,8/29/2003,,,38.51749077,-106.9956012,Chlorophyll a - Periphyton (attached),20.8,mg/m2
11NPSWRD_WQX-CURE_09125000200312101235^01,12/10/2003,,,38.4877673,-107.415057,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_381934107133500200308210915^01,8/21/2003,,,38.32610537,-107.2269997,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382829107122200200307021045^01,7/2/2003,1,m,38.4747148,-107.2067198,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382924107352300200309081035^01,9/8/2003,,,38.48998719,-107.590336,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_09128000200308060930,8/6/2003,,,38.52915336,-107.648947,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_381934107133500200312041302^01,12/4/2003,,,38.32610537,-107.2269997,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382831107172600200307220920^01,7/22/2003,1,m,38.47526994,-107.2911664,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382900107101600200309240925^01,9/24/2003,,,38.48332555,-107.1717185,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_381633107054700200312011250^01,12/1/2003,,,38.27582757,-107.0969952,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382943107015300200301220935^01,1/22/2003,,,38.49526864,-107.0319914,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382702107203900200306041330^01,6/4/2003,,,38.45054696,-107.3447785,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382900107101600200308191040^01,8/19/2003,,,38.48332555,-107.1717185,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_09128000200312111130,12/11/2003,,,38.52915336,-107.648947,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382924107352300200306101107^01,6/10/2003,,,38.48998719,-107.590336,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382900107101600200311191320^01,11/19/2003,,,38.48332555,-107.1717185,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383137107183600200311241330^01,11/24/2003,,,38.52693624,-107.3106108,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_381633107054700200308211130^01,8/21/2003,,,38.27582757,-107.0969952,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383028107162200200308120900^01,8/12/2003,,,38.5077701,-107.2733881,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382900107101600200307311315^01,7/31/2003,,,38.48332555,-107.1717185,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382924107352300200308111242^01,8/11/2003,,,38.48998719,-107.590336,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382418107242600200305051055^01,5/5/2003,,,38.4049908,-107.4078353,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382856107050000200307210847^03,7/21/2003,1,m,38.4822137,-107.0839377,"Chlorophyll a, uncorrected for pheophytin",0.82,ug/L
11NPSWRD_WQX-CURE_381934107133500200308061055^01,8/6/2003,,,38.32610537,-107.2269997,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382831107172600200307220920^03,7/22/2003,1,m,38.47526994,-107.2911664,"Chlorophyll a, uncorrected for pheophytin",0.84,ug/L
11NPSWRD_WQX-CURE_382702107315400200306161115^01,6/16/2003,,,38.45054376,-107.5322807,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_09128000200304160948^01,4/16/2003,,,38.52915336,-107.648947,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382829107122200200312031315^01,12/3/2003,1,m,38.4747148,-107.2067198,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382937107033500200301221030^01,1/22/2003,,,38.49360224,-107.0603257,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382856107050000200304170845^01,4/17/2003,1,m,38.4822137,-107.0839377,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_09127000200301281050^01,1/28/2003,,,38.44637698,-107.555614,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382829107122200200308260940^01,8/26/2003,1,m,38.4747148,-107.2067198,Floating algae mat - severity (choice list),MILD,
11NPSWRD_WQX-BLCA_09128000200306121115,6/12/2003,,,38.52915336,-107.648947,Floating algae mat - severity (choice list),MILD,
11NPSWRD_WQX-CURE_09125000200308231027^01,8/23/2003,,,38.4877673,-107.415057,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382856107050000200307020930^01,7/2/2003,1,m,38.4822137,-107.0839377,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382902107140400200301231225^01,1/23/2003,,,38.4838816,-107.235054,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383103106594200200312051000^01,12/5/2003,,,38.51749077,-106.9956012,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_09127000200308200855^01,8/20/2003,,,38.44637698,-107.555614,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382924107352300200307101117^01,7/10/2003,,,38.48998719,-107.590336,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383137107183600200309221135^01,9/22/2003,,,38.52693624,-107.3106108,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_09125000200308050917^01,8/5/2003,,,38.4877673,-107.415057,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382829107122200200308141107^01,8/14/2003,1,m,38.4747148,-107.2067198,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383137107183600200307071300^01,7/7/2003,,,38.52693624,-107.3106108,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382902107140400200309241017^01,9/24/2003,,,38.4838816,-107.235054,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382943107015300200312020956^01,12/2/2003,,,38.49526864,-107.0319914,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_09127000200306190925^01,6/19/2003,,,38.44637698,-107.555614,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382900107101600200306031425^01,6/3/2003,,,38.48332555,-107.1717185,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383028107162200200303041047^01,3/4/2003,,,38.5077701,-107.2733881,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382644107271000200304241010^01,4/24/2003,,,38.44554497,-107.4533912,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382644107271000200308131150^01,8/13/2003,,,38.44554497,-107.4533912,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382644107271000200307231025^01,7/23/2003,,,38.44554497,-107.4533912,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_381934107133500200306240935^01,6/24/2003,,,38.32610537,-107.2269997,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_09128000200305121351,5/12/2003,,,38.52915336,-107.648947,Floating algae mat - severity (choice list),MILD,
11NPSWRD_WQX-CURE_383137107183600200308051222^01,8/5/2003,,,38.52693624,-107.3106108,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382829107122200200304170955^03,4/17/2003,1,m,38.4747148,-107.2067198,"Chlorophyll a, uncorrected for pheophytin",3.385,ug/L
11NPSWRD_WQX-CURE_382902107140400200308191132^01,8/19/2003,,,38.4838816,-107.235054,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_09125000200309250810^01,9/25/2003,,,38.4877673,-107.415057,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383024107371800200312171142^01,12/17/2003,,,38.5066535,-107.6222804,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383103106594200200302131240^01,2/13/2003,,,38.51749077,-106.9956012,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_381633107054700200302261117^01,2/26/2003,,,38.27582757,-107.0969952,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_383537107471500200306170942^01,6/17/2003,,,38.5935966,-107.7881153,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383103106594200200306191455^01,6/19/2003,,,38.51749077,-106.9956012,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382702107315400200312111125^01,12/11/2003,,,38.45054376,-107.5322807,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_381633107054700200306181440^01,6/18/2003,,,38.27582757,-107.0969952,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383028107162200200308261202^01,8/26/2003,,,38.5077701,-107.2733881,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383103106594200200304171300^01,4/17/2003,,,38.51749077,-106.9956012,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_383537107471500200307160840^01,7/16/2003,,,38.5935966,-107.7881153,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382937107033500200304290843^01,4/29/2003,,,38.49360224,-107.0603257,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382902107140400200311250910^01,11/25/2003,,,38.4838816,-107.235054,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382831107172600200304171045^03,4/17/2003,1,m,38.47526994,-107.2911664,"Chlorophyll a, uncorrected for pheophytin",1.823,ug/L
11NPSWRD_WQX-CURE_382902107140400200307081437^01,7/8/2003,,,38.4838816,-107.235054,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_383537107471500200305221130^01,5/22/2003,,,38.5935966,-107.7881153,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382702107315400200309161307^01,9/16/2003,,,38.45054376,-107.5322807,Floating algae mat - severity (choice list),NONE,
MWRD_WQX-BARR311/11/20031B3S379360,11/11/2003,1,m,39.961388,-104.750833,Chlorophyll a,34.1,ug/L
11NPSWRD_WQX-CURE_382943107015300200304291145^01,4/29/2003,,,38.49526864,-107.0319914,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382418107242600200307141255^01,7/14/2003,,,38.4049908,-107.4078353,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_09128000200303121137^01,3/12/2003,,,38.52915336,-107.648947,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_383418107471401200307161115^01,7/16/2003,,,38.5716523,-107.7878374,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382829107122200200304170955^01,4/17/2003,1,m,38.4747148,-107.2067198,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382702107203900200311201420^01,11/20/2003,,,38.45054696,-107.3447785,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382943107015300200402250830^01,2/25/2004,,,38.49526864,-107.0319914,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382924107352300200406031105^01,6/3/2004,,,38.48998719,-107.590336,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382831107172600200408101120^01,8/10/2004,3.2,ft,38.47526994,-107.2911664,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383103106594200200408100910,8/10/2004,,,38.51749077,-106.9956012,Chlorophyll a - Periphyton (attached),24.8,mg/m2
11NPSWRD_WQX-CURE_382418107242600200409011137^01,9/1/2004,,,38.4049908,-107.4078353,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_383537107471500200403311100^01,3/31/2004,,,38.5935966,-107.7881153,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382831107172600200409091422^03,9/9/2004,3.2,ft,38.47526994,-107.2911664,"Chlorophyll a, uncorrected for pheophytin",0.858,ug/L
CORIVWCH_WQX-410.130N,1/12/2004,,,40.48446785,-107.6099348,Chlorophyll a,9,ug/L
11NPSWRD_WQX-CURE_381633107054700200408040855^01,8/4/2004,,,38.27582757,-107.0969952,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383103106594200200408100910,8/10/2004,,,38.51749077,-106.9956012,Biomass/chlorophyll ratio,996,None
11NPSWRD_WQX-CURE_383028107162200200408091250^01,8/9/2004,,,38.5077701,-107.2733881,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_383418107471401200403231007^01,3/23/2004,,,38.5716523,-107.7878374,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383028107162200200405041330^01,5/4/2004,,,38.5077701,-107.2733881,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383024107371800200406031215^01,6/3/2004,,,38.5066535,-107.6222804,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_09127000200405181343^01,5/18/2004,,,38.44637698,-107.555614,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_383418107471401200406151319^01,6/15/2004,,,38.5716523,-107.7878374,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382829107122200200406290946^01,6/29/2004,1,m,38.4747148,-107.2067198,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_383418107471401200411021325^01,11/2/2004,,,38.5716523,-107.7878374,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382856107050000200408100843^03,8/10/2004,3.2,ft,38.4822137,-107.0839377,"Chlorophyll a, uncorrected for pheophytin",2.235,ug/L
11NPSWRD_WQX-BLCA_09128000200403171045^01,3/17/2004,,,38.52915336,-107.648947,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382902107140400200411160840^01,11/16/2004,,,38.4838816,-107.235054,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_383418107471401200407081250^01,7/8/2004,,,38.5716523,-107.7878374,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_09127000200409010945^01,9/1/2004,,,38.44637698,-107.555614,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382831107172600200406291024^03,6/29/2004,1,m,38.47526994,-107.2911664,"Chlorophyll a, uncorrected for pheophytin",0.511,ug/L
11NPSWRD_WQX-CURE_383137107183600200403021201^01,3/2/2004,,,38.52693624,-107.3106108,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_381633107054700200404061130^01,4/6/2004,,,38.27582757,-107.0969952,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382702107203900200411091005^01,11/9/2004,,,38.45054696,-107.3447785,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_09128000200405031150^01,5/3/2004,,,38.52915336,-107.648947,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_09125000200408050907^01,8/5/2004,,,38.4877673,-107.415057,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_381633107054700200411180942^01,11/18/2004,,,38.27582757,-107.0969952,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382829107122200200406290946^03,6/29/2004,1,m,38.4747148,-107.2067198,"Chlorophyll a, uncorrected for pheophytin",0.849,ug/L
11NPSWRD_WQX-CURE_382900107101600200411091145^01,11/9/2004,,,38.48332555,-107.1717185,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_09127000200406211131^01,6/21/2004,,,38.44637698,-107.555614,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382856107050000200403111225^03,3/11/2004,1,m,38.4822137,-107.0839377,"Chlorophyll a, uncorrected for pheophytin",0.208,ug/L
11NPSWRD_WQX-CURE_382900107101600200408111510^01,8/11/2004,,,38.48332555,-107.1717185,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383028107162200200406231432^01,6/23/2004,,,38.5077701,-107.2733881,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383024107371800200409221155^01,9/22/2004,3.2,ft,38.5066535,-107.6222804,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382644107271000200411080920^01,11/8/2004,3.5,ft,38.44554497,-107.4533912,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382924107352300200407061154^01,7/6/2004,,,38.48998719,-107.590336,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_381934107133500200407071500^01,7/7/2004,,,38.32610537,-107.2269997,Floating algae mat - severity (choice list),NONE,
21COL001_WQX-20054020001-20040826_S-IVP,8/26/2004,,,37.39903,-107.66197,"Chlorophyll a, corrected for pheophytin",1.4,ug/L
11NPSWRD_WQX-CURE_381934107133500200411081340^01,11/8/2004,,,38.32610537,-107.2269997,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382829107122200200403111415^03,3/11/2004,1,m,38.4747148,-107.2067198,"Chlorophyll a, uncorrected for pheophytin",2.548,ug/L
11NPSWRD_WQX-CURE_09125000200407011023^01,7/1/2004,,,38.4877673,-107.415057,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382856107050000200411171007^01,11/17/2004,3.2,ft,38.4822137,-107.0839377,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382702107315400200405261135^01,5/26/2004,,,38.45054376,-107.5322807,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382937107033500200409140913^01,9/14/2004,,,38.49360224,-107.0603257,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383103106594200200403171140^01,3/17/2004,,,38.51749077,-106.9956012,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382943107015300200408160858^01,8/16/2004,,,38.49526864,-107.0319914,Floating algae mat - severity (choice list),NONE,
21COL001_WQX-20054013001-20040615_S-IVP,6/15/2004,,,40.32512,-105.21458,"Chlorophyll a, corrected for pheophytin",2,ug/L
11NPSWRD_WQX-CURE_382644107271000200408110908^01,8/11/2004,3.2,ft,38.44554497,-107.4533912,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382702107203900200404071315^01,4/7/2004,,,38.45054696,-107.3447785,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382418107242600200408031050^01,8/3/2004,,,38.4049908,-107.4078353,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382924107352300200411031025^01,11/3/2004,3.2,ft,38.48998719,-107.590336,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383103106594200200408100910,8/10/2004,,,38.51749077,-106.9956012,"Biomass, periphyton",564.8,g/m2
11NPSWRD_WQX-CURE_381934107133500200405271040^01,5/27/2004,,,38.32610537,-107.2269997,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_383537107471500200405131102^01,5/13/2004,,,38.5935966,-107.7881153,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382900107101600200402251044^01,2/25/2004,,,38.48332555,-107.1717185,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383103106594200200401151530^01,1/15/2004,,,38.51749077,-106.9956012,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_381934107133500200409021220^01,9/2/2004,,,38.32610537,-107.2269997,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382943107015300200404131005^01,4/13/2004,,,38.49526864,-107.0319914,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382831107172600200409091422^01,9/9/2004,3.2,ft,38.47526994,-107.2911664,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383137107183600200406081605^01,6/8/2004,,,38.52693624,-107.3106108,Floating algae mat - severity (choice list),NONE,
21COL001_WQX-20054015001-20040921_S-IVP,9/21/2004,,,37.38187,-107.57129,"Chlorophyll a, corrected for pheophytin",1.2,ug/L
11NPSWRD_WQX-CURE_382829107122200200409091335^01,9/9/2004,3.2,ft,38.4747148,-107.2067198,Floating algae mat - severity (choice list),NONE,
21COL001_WQX-20054009001-20040922_S-IVP,9/22/2004,,,37.57828,-108.56692,"Chlorophyll a, corrected for pheophytin",1.4,ug/L
11NPSWRD_WQX-CURE_382418107242600200406211402^01,6/21/2004,,,38.4049908,-107.4078353,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382937107033500200405251127^01,5/25/2004,,,38.49360224,-107.0603257,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_09128000200411101230^01,11/10/2004,,,38.52915336,-107.648947,Floating algae mat - severity (choice list),MILD,
11NPSWRD_WQX-BLCA_383537107471500200408120928^01,8/12/2004,,,38.5935966,-107.7881153,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382644107271000200404271055^01,4/27/2004,,,38.44554497,-107.4533912,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382924107352300200408171015^01,8/17/2004,3.2,ft,38.48998719,-107.590336,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382902107140400200409211100^01,9/21/2004,,,38.4838816,-107.235054,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383024107371800200411031140^01,11/3/2004,3.2,ft,38.5066535,-107.6222804,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382900107101600200405201135^01,5/20/2004,,,38.48332555,-107.1717185,Floating algae mat - severity (choice list),NONE,
